股票代號,股票名稱,收盤價,MA5,MA20,MA60,成交量,成交值,量MA5,RSI,5日漲幅
6198,瑞築,21.3,21.62,21.82,21.98,39129,833447,19282,42.39,-4.48
6199,天品,94.4,97.38,97.3,101.1,447069,42203314,751451,42.39,-4.93
6203,元大MSCI台灣,70.8,71.68,70.37,67.17,260007,18408496,384152,53.67,2.61
6204,永豐臺灣加權,90.1,87.88,79.93,68.82,868491,78251037,760925,67.74,7.9
6207,復華滬深,103.5,97.88,77.39,61.96,22228798,2300680593,20783234,76.73,28.25
6208,富邦台50,93.0,98.36,89.82,67.68,1637543,152291499,2187663,55.19,-0.85
6210,慶生,21.2,21.23,20.9,20.39,17754,376384,34418,56.06,0.71
6212,理銘,27.6,27.58,28.25,29.28,2433,67150,6686,41.33,1.1
6217,中探針,276.0,271.6,283.18,218.57,1108401,305918676,2042571,52.15,15.48
6218,豪勉,43.2,40.47,40.02,32.34,4903378,211825933,2029548,62.04,12.06
6219,富旺,11.95,12.01,12.44,13.82,370932,4432637,497184,35.95,-3.63
6220,岳豐,34.9,31.79,30.5,33.44,1179754,41173416,666375,72.05,12.4
6221,晉泰,22.9,23.09,24.13,26.06,238793,5468359,176525,31.39,-0.43
6222,立軒,20.7,20.86,21.71,20.8,20000,414000,29816,43.66,0.0
6223,旺矽,6390.0,6103.0,5573.5,4481.58,865085,5527893150,956697,69.86,12.5
6227,茂綸,125.0,125.2,109.94,95.35,1542461,192807625,2027890,67.57,9.65
6228,全譜,20.95,21.5,22.37,23.62,10500,219975,19727,37.06,-3.01
6229,研通,26.5,27.26,27.5,24.24,544018,14416477,369451,49.52,0.57
6231,系微,297.0,295.0,301.6,270.43,854728,253854216,721481,51.62,6.83
6233,旺玖,25.4,26.14,26.51,26.7,560930,14247621,475891,44.09,0.59
6234,高僑,54.2,51.12,53.56,38.25,11240913,609257493,5624764,58.79,23.6
6236,中湛,20.0,19.81,19.24,20.3,0,0,200,65.75,4.99
6237,驊訊,51.1,53.5,45.79,40.3,1866142,95359853,4163027,64.53,5.25
6240,松崗,18.15,17.78,18.2,18.44,38053,690661,283010,49.23,1.68
6241,易通展,10.1,10.5,10.07,10.85,283073,2859037,178814,46.0,-5.61
6242,立康,38.05,37.91,37.87,37.8,24573,935002,16993,53.52,1.47
6244,茂迪,29.35,29.49,28.71,29.22,6781115,199025727,8708686,53.38,3.71
6245,立端,90.6,88.88,83.38,75.08,2655258,240566370,2627395,72.7,9.69
6246,臺龍,15.75,15.84,16.08,15.85,52009,819141,85330,48.73,9.38
6248,沛波,18.4,18.58,18.93,19.75,145445,2676187,135002,36.68,0.82
6259,百徽,27.05,25.97,23.53,20.36,739795,20011454,838331,64.11,16.59
6261,久元,118.0,119.8,115.62,89.45,4138121,488298278,5349047,58.8,3.06
6263,普萊德,184.0,182.4,165.15,140.55,254336,46797824,240317,70.25,8.55
6264,富裔,6.08,6.07,6.09,6.33,84000,510719,135832,45.08,-2.41
6265,方土昶,55.0,50.53,45.37,41.3,22464615,1235553825,16207837,69.99,32.21
6266,泰詠,27.15,27.27,27.29,28.03,373384,10137375,267052,45.5,0.56
6270,倍微,26.9,27.13,26.81,25.72,508531,13679483,499046,51.86,2.87
6274,台燿,1630.0,1518.0,1341.75,901.98,8217658,13394782540,4226168,73.5,35.27
6275,元山,47.8,47.99,49.64,49.87,542167,25915582,536479,42.33,2.36
6276,安鈦克,27.5,28.13,29.52,31.55,66734,1835185,96278,34.62,-3.0
6279,胡連,116.5,118.4,116.0,112.08,641026,74679529,936532,53.46,-0.85
6284,佳邦,113.0,107.78,88.29,83.85,7550836,853244468,9016988,77.89,28.41
6290,良維,328.5,302.6,283.15,246.72,10837796,3560215986,8402031,70.68,25.38
6291,沛亨,645.0,559.8,490.28,405.42,1943532,1253578140,2284525,72.49,39.31
6292,迅德,62.5,57.0,52.53,47.59,1333779,83361187,604427,74.49,15.74
6294,智基,27.95,28.03,29.94,36.79,15332,428529,38699,23.1,3.14
6411,晶焱,101.0,97.4,85.63,80.65,4610625,465673125,4599135,77.37,17.44
6417,韋僑,144.5,139.7,130.5,115.98,190680,27553260,322190,66.21,15.6
6418,詠昇,29.75,30.54,31.54,31.08,144806,4307978,194620,43.55,-1.16
6419,京晨科,146.0,151.3,153.7,117.03,862606,125940476,1259030,50.16,1.74
6423,億而得,98.1,100.2,107.58,97.56,172608,16932844,139937,44.0,1.98
6425,易發,102.5,95.44,87.85,77.08,10855048,1112642420,6288809,70.97,16.74
6432,今展科,65.2,58.84,49.17,40.65,3366963,219525977,4862229,80.37,23.72
6435,大中,290.0,256.9,230.08,185.81,2636515,764589350,1506144,76.25,25.81
6441,廣錠,25.45,24.94,26.41,22.77,854324,21742546,467014,52.11,6.04
6461,益得,15.7,15.97,16.64,18.43,234773,3685936,160087,30.41,-3.09
6462,神盾,133.0,143.9,132.88,116.58,7313872,972744976,6355013,51.6,-1.12
6465,威潤,50.9,51.64,47.82,44.37,520403,26488513,534347,56.89,4.73
6469,大樹,69.6,70.68,73.42,79.05,761795,53020930,482419,33.26,-1.97
6470,宇智,47.5,47.86,47.49,48.82,136786,6497335,130446,48.91,0.21
6474,華豫寧,38.15,38.25,38.65,36.9,52009,1984143,61203,51.36,0.53
6482,弘煜科,28.3,29.2,29.28,31.01,23914,676766,20886,38.43,-2.58
6485,點序,108.0,109.5,95.77,86.88,3339471,360662868,4947912,61.14,-3.57
6486,互動,80.8,81.54,82.81,85.06,214526,17333701,151682,35.28,-0.49
6488,環球晶,930.0,800.4,728.75,561.79,22982152,21373401360,8180294,71.5,45.77
6492,生華科,44.3,45.34,48.16,50.73,278668,12344992,214445,31.55,-3.28
6494,九齊,58.8,57.58,55.11,50.69,419103,24643256,400642,61.29,8.89
6496,科懋,23.2,23.98,24.3,25.76,21824,506316,27194,32.55,-3.93
6498,久禾光,103.5,105.7,100.62,93.29,210471,21783748,337558,55.74,-1.43
6499,益安,87.6,90.98,86.1,89.27,483864,42386485,924891,50.02,-7.3
6506,雙邦,19.1,19.18,18.55,17.26,163265,3118361,188531,61.49,0.53
6508,惠光,23.4,23.72,24.32,26.13,104690,2449745,69431,35.44,0.43
6509,聚和,51.2,50.81,45.7,44.15,3113223,159397019,5214670,68.74,7.45
6510,精測,3195.0,3364.0,3615.75,3572.5,1484444,4742798580,723919,39.78,-5.61
6512,啟發電,19.3,19.33,19.18,19.56,17636,340374,14367,49.61,1.31
6516,勤崴國際,55.4,56.04,57.83,60.37,95744,5304217,117750,28.96,-2.98
6517,保勝光學,59.1,61.16,59.31,58.46,280168,16557928,395130,48.21,-2.31
6523,達爾膚,98.6,99.16,99.21,108.61,29280,2887007,23611,33.89,-0.2
6527,明達醫,70.4,70.08,69.7,71.24,35445,2495328,31360,51.64,0.57
6530,創威,113.0,112.2,112.32,99.97,2033748,229813524,1677454,53.03,11.88
6532,瑞耘,97.0,100.1,102.59,84.52,1707162,165594714,1341163,48.86,0.21
6535,順藥,124.0,126.5,132.4,140.04,276284,34259216,188520,38.54,-3.12
6538,倉和,123.0,125.4,94.42,77.83,672554,82724142,1460220,75.99,15.49
6542,隆中,46.1,46.89,47.62,50.75,5688,262216,7777,38.56,-0.11
6546,正基,80.7,78.96,70.18,72.06,1817649,146684268,1663299,66.71,12.87
6547,高端疫苗,45.4,46.95,48.24,47.91,1670944,75860860,2064481,36.7,-6.58
6548,長科*,61.1,55.92,52.42,50.31,28461838,1739018258,13714994,70.85,25.72
6556,勝品,69.6,70.22,69.98,68.25,11243,782512,10059,50.2,-0.29
6560,欣普羅,39.1,38.65,38.38,39.6,81140,3172573,92536,54.59,4.55
6561,是方,351.5,356.2,345.48,354.84,140923,49534434,139363,50.4,-0.99
6568,宏觀,227.0,227.5,229.2,217.14,1110744,252138888,851162,50.35,7.84
6569,醫揚,98.1,96.08,99.28,97.56,109579,10749699,181228,49.54,2.94
6570,維田,59.2,57.57,46.39,41.33,4220931,249879118,1364495,71.34,31.85
6574,霈方,117.0,116.5,113.7,105.07,60110,7032870,95687,55.11,-0.43
6576,逸達,78.1,79.46,79.88,79.22,151224,11810594,203384,41.75,-4.17
6577,勁豐,79.9,80.32,79.79,77.84,45456,3631934,59223,53.23,1.78
6578,達邦蛋白,16.65,17.11,16.01,17.13,92101,1533481,105040,51.14,-2.35
6584,南俊國際,688.0,685.2,679.1,594.95,735626,506110688,595772,54.32,9.55
6588,東典光電,128.0,129.8,137.72,123.21,994779,127331712,1064834,45.9,4.07
6590,普鴻,65.1,66.36,68.22,70.3,25964,1690256,28194,21.25,-2.84
6593,台灣銘板,35.0,35.19,35.34,37.17,73084,2557940,79726,36.09,-0.14
6596,寬宏藝術,96.6,97.58,98.78,114.74,219944,21246590,175041,35.22,-1.13
6597,立誠,72.8,72.86,72.51,64.63,9629,700991,25335,54.97,-1.36
6603,富強鑫,22.35,22.46,23.36,23.24,1594306,35632739,1096397,42.83,3.71
6609,瀧澤科,46.4,46.43,42.8,39.02,1311288,60843765,2349384,62.16,12.48
6612,奈米醫材,72.5,73.76,69.49,69.45,63612,4611870,94212,56.2,-2.16
6613,朋億*,280.0,269.0,248.32,223.59,406813,113907640,435327,74.68,13.13
6615,慧智,32.85,32.84,32.8,33.77,31587,1037632,23535,47.63,1.08
6616,特昇-KY,9.5,9.73,9.83,10.01,36720,348840,51834,38.98,-2.66
6617,共信-KY,73.8,67.06,66.4,69.25,631703,46619683,282183,61.71,12.16
6620,漢達,72.9,73.72,72.72,73.67,421927,30758478,453743,48.29,-4.08
6624,萬年清,40.7,42.81,47.16,54.37,13759,559991,109088,19.27,-15.21
6629,泰金-KY,119.0,119.7,121.12,114.12,151536,18032784,140907,47.85,-2.86
6637,醫影,67.1,66.34,68.57,71.47,19911,1336028,34599,38.75,1.51
6640,均華,1425.0,1418.0,1410.0,1311.98,327289,466386825,375493,51.82,14.0
6642,富致,83.6,87.1,71.65,61.09,1095036,91545007,1979108,69.97,-0.12
6643,M31,598.0,601.8,614.45,529.38,1085766,649288068,842567,51.8,6.22
6649,台生材,38.4,38.73,39.32,40.83,55669,2137689,51334,38.54,-3.03
6651,全宇昕,151.0,143.7,124.0,103.72,909485,137332235,973848,71.65,22.76
6654,天正國際,127.5,108.42,96.7,92.55,500440,63806100,204009,86.83,31.44
6661,威健生技,17.15,17.55,17.68,18.31,6001,102917,5000,34.62,-1.72
6662,樂斯科,29.25,28.98,29.54,29.55,19114,559084,8842,48.02,0.86
6664,群翊,454.5,440.7,444.7,370.64,1483665,674325742,1500325,57.7,15.8
6667,信紘科,264.5,260.0,259.05,257.99,864736,228722672,562696,55.66,5.17
6679,鈺太,330.0,337.8,315.25,273.18,711787,234889710,802538,61.31,5.1
6680,鑫創電子,57.9,56.38,54.48,56.64,1086,62879,3417,63.35,8.22
6683,雍智科技,1780.0,1746.0,2015.75,1601.23,1514523,2695850940,2066685,47.46,0.0
6684,安格,45.85,47.07,47.05,45.84,254406,11664514,352686,47.15,0.88
6690,安碁資訊,169.5,170.0,168.48,167.99,62439,10583410,76666,52.84,1.8
6692,進能服,27.55,28.14,29.94,30.87,29287,806856,45324,22.92,-4.67
6693,廣閎科,151.0,148.9,147.02,125.98,2041539,308272389,1059435,56.48,10.22
6697,東捷資訊,41.35,41.46,41.27,42.57,61580,2546332,57087,47.74,1.97
6703,軒郁,109.5,111.5,113.3,114.48,82769,9063205,93537,41.3,-3.95
6708,天擎,40.6,40.42,41.34,40.44,49442,2007345,47292,48.25,0.25
6712,長聖,131.0,132.8,130.81,132.91,213870,28016970,280591,48.02,-1.5
6716,應廣,107.0,104.06,94.4,82.83,1226578,131243846,1361227,68.21,9.07
6720,久昌,148.0,153.5,159.2,163.94,121373,17963204,103728,29.43,-6.03
6721,信實,58.8,59.26,58.17,59.03,7458,438530,9891,53.4,0.51
6725,矽科宏晟,340.5,326.6,322.75,298.18,1034315,352184257,628371,57.47,19.26
6727,亞泰金屬,629.0,617.2,508.48,380.64,2077691,1306867639,1627803,68.91,26.69
6728,上洋,108.0,109.8,112.8,119.29,31344,3385152,36888,24.83,-3.57
6730,常廣,36.0,36.89,37.69,37.29,27816,1001376,50383,37.82,-2.7
6732,昇佳電子,183.0,180.8,166.45,160.41,482402,88279566,445998,67.86,10.91
6733,博晟生醫,26.15,27.15,28.04,31.49,590724,15447432,346299,25.74,-5.77
6735,美達科技,110.5,111.5,122.35,86.94,1228652,135766046,1048552,49.43,2.79
6739,竹陞科技,1295.0,1308.0,1343.5,1305.58,317159,410720905,345439,46.24,4.44
6741,91APP*-KY,64.0,63.04,64.21,62.62,516865,33079360,428883,52.21,3.56
6751,智聯服務,47.65,47.58,48.92,51.23,8045,383344,28151,39.53,1.38
6752,叡揚,98.0,99.44,101.79,108.02,47950,4699100,41191,36.22,-2.0
6761,穩得,223.5,212.0,202.1,184.89,3306289,738955591,1980141,62.83,23.14
6762,達亞,172.0,183.2,164.88,165.08,12120,2084640,7661,52.29,-9.47
6763,綠界科技*,43.3,44.49,46.12,47.82,961137,41617231,575993,31.2,-1.93
6767,台微醫,26.3,26.6,27.11,27.93,9004,236805,18668,36.56,-2.41
6785,昱展新藥,124.5,126.5,133.02,160.57,88386,11004057,126884,29.25,0.0
6788,華景電,419.0,420.2,432.75,399.18,830173,347842487,670384,48.33,6.62
6791,虎門科技,113.0,112.6,117.45,111.13,102456,11577528,107720,46.21,0.0
6803,崑鼎,286.5,287.1,288.0,290.71,93364,26748786,75232,41.53,-0.52
6804,明係,16.2,16.02,15.45,16.23,18301,296476,66113,57.25,5.54
6811,宏碁資訊,210.0,213.8,208.1,197.25,229101,48111210,178479,55.8,2.19
6821,聯寶,71.9,63.8,54.43,51.5,10407396,748291788,4607809,74.22,38.27
6823,濾能,75.7,79.72,87.21,73.99,515502,39023499,293990,41.89,-4.42
6829,千附精密,211.0,211.6,224.32,169.12,291430,61491730,430721,51.55,14.67
6840,東研信超,62.9,62.98,64.77,64.39,114250,7186325,125362,43.9,-2.02
6841,長佳智能,56.8,58.34,59.58,59.83,447460,25415727,361507,36.64,-3.4
6843,進典,41.9,42.86,44.72,46.22,21091,883712,28247,33.54,-1.41
6844,諾貝兒,65.4,66.28,64.92,64.13,31379,2052186,26246,55.18,-0.91
6846,綠茵,67.2,68.64,69.3,70.44,33005,2217935,25227,31.6,-3.86
6855,數泓科,111.0,106.1,104.8,108.35,21725,2411475,20229,62.65,9.9
6856,鑫傳,51.0,52.64,50.93,51.99,6007,306357,3203,48.05,-0.39
6859,伯特光,121.5,120.7,120.2,119.98,129303,15710314,117491,53.65,3.4
6865,偉康科技,26.8,27.74,32.02,34.65,18426,493816,50288,20.39,-3.6
6870,騰雲,239.5,232.9,198.65,191.57,217878,52181781,237248,77.88,17.4
6872,浩宇生醫,17.9,18.16,18.22,17.95,55001,984517,35800,45.12,-1.38
6874,倍力,79.0,79.84,84.02,84.66,43877,3466283,46190,38.31,-0.88
6875,國邑*,36.85,37.73,37.18,38.27,162542,5989672,148511,46.32,-1.86
6877,鏵友益,172.5,162.8,164.25,139.63,1273715,219715837,650439,59.88,17.75
6881,潤德,266.5,270.3,270.1,249.32,5478,1459887,8507,54.14,-1.11
6884,海柏特,33.35,33.19,33.88,34.46,8061,268834,17818,42.99,0.76
6894,衛司特,370.0,366.7,348.0,342.38,152126,56286620,207946,59.63,8.98
6895,宏碩系統,150.5,152.5,159.98,165.41,112874,16987537,79782,35.32,-0.66
6899,創為精密,62.8,62.12,58.24,54.38,477340,29976951,359890,63.54,5.72
6903,巨漢,421.5,409.8,406.0,355.63,1311807,552926650,1345143,58.26,13.77
6904,伯鑫,117.0,115.3,115.7,119.96,2000,234000,4401,51.33,3.54
6907,雅特力-KY,117.0,119.4,121.58,120.74,1052910,123190470,1004643,47.0,6.85
6910,德鴻,27.55,28.04,28.14,29.6,39501,1088252,39700,42.46,2.42
6913,鴻呈,144.0,142.2,134.98,123.78,896071,129034224,1065702,58.87,11.2
6922,宸曜,187.0,188.2,183.9,168.55,190402,35605174,199158,56.51,2.19
6925,意藍,56.3,58.2,62.23,68.84,120229,6768892,83881,22.26,-3.92
6929,佑全,21.4,22.44,24.07,28.56,17084,365597,20869,19.3,-7.76
6953,家碩,250.5,259.4,266.62,239.12,225055,56376277,136822,46.89,1.21
6961,旅天下,58.4,58.4,58.88,58.18,32609,1904365,37466,47.65,-0.17
6967,汎瑋材料,72.3,73.06,75.61,71.33,76799,5552567,89987,46.63,1.54
6968,萬達寵物,42.95,43.93,43.46,45.42,186806,8023317,109077,40.99,-2.39
6971,惠民實業,27.3,27.54,27.96,29.12,28317,773054,45183,40.32,-0.55
6982,大井泵浦,55.2,55.66,53.41,53.92,111029,6128800,166736,54.93,7.18
6996,力領科技,191.5,192.5,185.85,176.74,185475,35518462,332899,56.16,-0.26
6997,博弘,67.9,68.96,72.4,79.21,5236,355524,8073,35.34,0.89
7402,邑錡,97.7,97.48,108.15,117.41,344651,33672401,453947,34.25,4.83
7547,碩網,62.6,66.52,69.75,68.45,150427,9416729,170725,38.35,-7.53
7556,意德士,290.0,283.2,279.0,231.04,159119,46144510,202856,58.44,16.47
7584,樂意,23.35,26.08,29.82,32.57,18422,430153,29705,20.7,-13.52
7642,昶瑞機電,66.6,68.56,68.76,71.87,15645,1041956,22137,42.01,-0.89
7703,銳澤,214.5,212.7,211.48,213.58,204199,43800685,246145,51.0,5.67
7704,明遠精密,62.1,65.26,63.73,55.27,364496,22635201,289112,49.54,0.98
7708,全家餐飲,92.0,91.94,91.95,92.2,4439,408388,15357,49.39,0.0
7709,榮田,91.8,91.62,83.55,71.11,277391,25464494,761366,62.68,3.15
7712,博盛半導體,169.5,170.8,147.35,125.17,3429577,581313301,2335995,62.33,1.19
7713,威力德生醫,67.2,67.28,67.8,68.81,33000,2217599,26200,43.88,-0.44
7714,創泓科技,118.5,121.9,126.75,131.1,128867,15270739,79579,32.0,-4.05
7715,裕山,27.85,29.05,28.66,29.23,99903,2782298,235459,42.74,-5.11
7716,昱臺國際,25.3,25.07,25.08,25.53,2005,50726,2803,51.59,3.27
7717,萊德光電-KY,649.0,689.0,678.4,721.75,413057,268073993,449574,43.14,-3.71
7718,友鋮,48.6,49.41,48.67,47.82,10399,505391,37894,50.32,-2.11
7723,築間,23.2,24.06,26.54,30.93,128073,2971293,145656,17.05,-6.83
7728,光焱科技,737.0,740.2,739.45,757.35,203551,150017087,112005,49.01,6.04
7734,印能科技,3840.0,3552.0,3661.0,2693.08,430762,1654126080,301788,60.14,14.8
7738,東聯互動,166.0,166.2,172.9,180.0,38761,6434326,52102,38.25,0.61
7743,金利食安,19.0,19.1,19.7,20.12,28225,536275,20029,35.77,-2.06
7744,崴寶,497.0,505.4,536.4,496.61,247011,122764467,207122,44.69,1.43
7747,昕奇雲端,128.0,127.1,129.35,123.82,1242,158976,6454,50.9,1.59
7751,竑騰,1700.0,1747.0,1943.0,1766.5,223805,380468500,145377,44.89,13.33
7753,星亞,44.45,42.94,42.47,41.44,101576,4515053,46922,63.71,7.89
7757,金色三麥,103.5,103.9,104.62,107.07,36470,3774645,19567,41.8,0.0
7767,仁大資訊,43.25,43.45,44.03,44.66,45003,1946379,27593,36.75,-0.46
7770,君曜,45.95,42.94,45.47,47.8,92651,4257313,32145,50.87,14.3
7777,能率亞洲,35.15,34.67,31.66,28.6,2935078,103167996,3476472,64.85,7.33
7782,光速火箭,25.5,26.03,26.78,27.38,47050,1199775,61148,32.38,-5.03
7792,安葆,269.0,270.1,304.45,325.31,170657,45906733,180556,30.15,2.09
7805,威聯通,776.0,765.2,724.9,687.05,108124,83904224,224949,66.23,10.86
7810,捷創科技,227.0,231.3,229.52,228.52,160533,36440991,142322,47.32,0.22
7811,民盛,78.9,78.32,80.64,92.12,8362,659761,21285,37.69,2.33
8024,佑華,12.7,12.71,12.47,12.74,82026,1041730,105144,53.81,4.53
8027,鈦昇,249.5,248.5,231.08,162.4,1284636,320516682,6328871,63.5,3.96
8032,光菱,45.95,44.68,42.39,37.87,369904,16997089,468488,70.16,11.53
8034,榮群,23.9,24.24,24.18,24.68,401222,9589205,392325,45.38,0.42
8038,長園科,40.7,41.17,42.17,42.13,461098,18766688,410203,42.4,0.99
8040,九暘,113.0,116.2,90.44,65.86,4975694,562253422,5670729,71.18,14.49
8042,金山電,150.5,136.1,100.61,71.5,1489323,224143111,1498122,85.55,29.18
8043,蜜望實,132.0,127.4,105.67,85.74,17508016,2311058112,21573615,68.96,15.28
8044,網家,28.3,28.23,25.0,24.21,1600022,45280621,2270543,63.89,-2.41
8047,星雲,43.3,44.29,50.52,52.64,26611,1152256,113203,35.29,3.84
8048,德勝,63.6,62.9,62.21,61.06,349522,22229598,433280,54.35,4.78
8049,晶采,26.65,26.81,25.9,25.6,438489,11685731,478876,61.76,2.5
8050,廣積,57.9,55.56,48.53,43.61,12273391,710629357,4575890,76.6,12.87
8054,安國,107.5,111.3,106.82,103.71,3006188,323165210,4660584,50.84,0.94
8059,凱碩,19.3,19.44,19.86,19.18,430953,8317392,534319,47.45,5.18
8064,東捷,143.0,138.1,121.55,85.49,12208554,1745823222,16212265,66.39,15.79
8066,來思達,15.6,16.48,16.8,18.2,79652,1242571,74395,31.02,-4.88
8067,志旭,13.55,13.85,13.21,13.87,7036,95337,29032,51.49,-0.37
8068,全達,19.8,20.29,22.01,22.13,451787,8945382,415458,32.78,-2.22
8069,元太,249.0,234.7,194.3,165.32,6932137,1726102113,5250515,78.2,8.26
8071,能率網通,19.5,20.2,18.36,17.06,990558,19315881,1746608,57.03,-0.76
8074,鉅橡,78.1,78.46,79.9,69.47,1909460,149128823,2695270,52.47,7.28
8076,伍豐,23.5,23.86,23.62,23.82,1394252,32764922,1195195,48.1,-0.63
8077,洛碁,44.0,45.05,42.63,42.59,1000,44000,6696,55.23,7.19
8080,泰霖,27.5,27.74,28.21,29.11,45463,1250232,45220,39.73,0.73
8083,瑞穎,168.0,168.6,172.52,171.26,45353,7619304,85682,36.65,-0.3
8084,巨虹,45.2,43.96,44.22,46.22,74500,3367400,123105,54.3,4.39
8085,福華,11.05,11.48,11.97,14.52,412788,4561307,408107,29.45,-3.91
8086,宏捷科,173.5,164.8,154.98,140.8,15127450,2624612575,10247929,65.65,20.07
8087,麗升能源,32.25,33.2,33.53,34.16,82228,2651853,79447,40.48,-5.98
8088,品安,61.0,58.44,54.7,53.0,16884068,1029928148,9810590,63.53,18.45
8089,康全電訊,19.85,20.19,20.45,22.24,225088,4467996,311420,40.34,-0.25
8091,翔名,269.0,265.0,223.6,179.07,431290,116017010,711180,73.26,6.11
8092,建暐,17.5,17.99,17.31,14.82,138368,2421440,197714,54.71,-2.23
8093,保銳,18.0,18.13,18.93,19.41,36311,653598,20619,39.1,-1.91
8096,擎亞,121.0,118.3,102.59,91.1,10653734,1289101814,19188451,72.35,12.56
8097,常珵,57.7,57.52,54.02,54.67,88753,5121048,73800,67.45,0.7
8099,大世科,59.5,59.62,61.19,62.67,161907,9633466,153473,38.39,-1.82
8102,傑霖科技,63.6,64.5,65.63,60.32,20091,1277787,15200,47.9,0.47
8107,大億金茂,11.2,11.48,11.91,12.81,137878,1544233,87414,23.8,-4.68
8109,博大,121.5,124.2,119.9,110.93,349800,42500700,609160,56.15,-3.95
8111,立碁,67.6,66.74,66.36,66.44,2415127,163262581,2401740,52.45,10.82
8121,越峰,41.0,40.58,34.48,28.42,2776603,113840723,4989318,67.68,16.48
8147,正淩,175.5,176.5,173.9,152.77,1543913,270956731,1082241,53.48,-3.84
8155,博智,400.5,413.2,419.55,326.02,1953660,782440830,1887527,51.6,2.17
8171,天宇,22.9,23.26,23.24,24.49,238604,5464031,183413,43.76,-1.72
8176,智捷,9.99,10.03,10.19,10.87,316678,3163613,207204,39.59,1.01
8182,加高,44.1,42.83,38.85,33.21,3848346,169712052,4976632,63.53,20.33
8183,精星,32.55,31.8,31.99,34.25,850682,27689698,593145,49.97,7.78
8227,巨有科技,224.5,226.3,201.7,154.91,3069010,688992745,1941840,62.45,16.62
8234,新漢,71.3,71.4,70.1,65.58,1162287,82871066,1550221,55.0,8.85
8240,華宏,68.2,66.7,66.65,58.91,3613874,246466195,2702117,55.69,11.07
8255,朋程,185.5,170.8,151.52,134.59,6723297,1247171593,4045759,79.95,18.91
8272,全景軟體,70.6,70.32,71.85,72.81,12356,872333,17304,45.14,-1.26
8277,商丞,7.12,7.06,7.09,7.7,368414,2623107,266239,48.56,4.25
8279,生展,96.2,97.1,97.29,105.04,21139,2033571,14857,36.2,-0.93
8284,三竹,63.1,63.34,63.61,63.43,17360,1095415,19092,45.26,-0.16
8289,泰藝,68.9,66.78,55.06,44.79,5337973,367786347,9013349,73.48,24.59
8291,尚茂,121.0,101.0,56.92,28.44,83056,10049776,179621,99.42,60.48
8299,群聯,2480.0,2446.0,2424.0,1966.5,10459794,25940289120,7450664,56.52,9.49
8342,益張,91.5,91.24,89.38,88.17,2000,183000,2621,56.65,0.33
8349,恒耀,40.8,41.12,42.64,42.5,253155,10328723,180316,35.99,-1.69
8354,冠好,16.85,16.63,16.28,15.88,108160,1822496,301707,55.1,2.74
8358,金居,560.0,531.6,458.1,339.23,4508995,2525037200,3632259,72.36,21.74
8383,千附,60.2,60.18,59.43,52.63,1545799,93057100,2185798,54.19,9.65
8390,金益鼎,121.5,120.5,106.77,97.46,930454,113050161,1438956,72.99,7.52
8401,白紗科,22.75,22.93,23.8,25.3,83842,1907405,61528,21.54,-1.09
8403,盛弘,19.25,19.71,20.4,21.8,508801,9794419,302675,19.56,-4.47
8409,商之器,19.1,19.46,19.5,20.2,17018,325043,22203,39.38,0.79
8410,森田,34.25,34.74,35.81,36.38,84282,2886658,56496,32.59,-1.15
8415,大國鋼,34.85,35.58,34.85,34.18,556112,19380502,899532,50.19,-4.39
8416,實威,172.0,172.7,172.32,170.6,7119,1224468,15024,49.04,-0.58
8421,旭源,13.35,13.53,13.63,13.58,58976,787329,42222,34.86,-1.84
8423,保綠-KY,17.55,17.72,17.83,18.27,42153,739785,31741,38.25,-0.85
8424,惠普,73.0,72.92,73.57,74.33,22314,1628922,34979,34.7,-0.27
8426,紅木-KY,21.9,22.13,22.52,24.39,41636,911828,54927,41.35,-1.13
8431,匯鑽科,57.3,58.94,60.17,63.92,806136,46191592,887692,40.2,0.35
8432,東生華,50.3,51.06,50.34,51.17,78007,3923752,43029,46.44,-0.59
8433,弘帆,52.3,53.12,53.6,57.16,57355,2999666,35474,32.84,-0.38
8435,鉅邁,54.7,55.1,55.7,56.56,42955,2349638,47996,33.73,-2.67
8436,大江,116.5,119.1,119.48,122.23,866398,100935367,569055,38.69,-2.51
8437,大地-KY,11.65,11.89,11.73,12.66,26773,311905,102685,44.27,2.64
8440,綠電,24.2,22.67,22.02,22.89,965839,23373304,349327,61.16,8.04
8444,綠河-KY,6.15,6.43,6.92,7.38,36285,223152,56057,41.27,-9.56
8446,華研,85.5,85.0,84.46,91.69,114895,9823522,92587,45.05,0.47
8450,霹靂,15.75,15.86,16.05,16.84,48129,758031,41131,36.14,-1.56
8455,大拓-KY,39.75,40.74,32.06,24.95,73232,2910972,125317,70.79,-8.93
8472,夠麻吉,70.5,70.18,70.2,72.17,26274,1852317,19863,48.64,-1.81
8477,創業家,20.75,17.77,15.75,14.27,199951,4148983,193332,75.96,34.74
8489,三貝德,22.95,23.65,24.98,25.69,109896,2522113,183564,33.35,-8.2
8905,裕國,29.7,30.31,33.26,37.42,9443,280457,6138,27.92,0.68
8906,花王,24.95,25.16,25.03,28.03,50133,1250818,46427,41.32,-0.99
8908,欣雄,40.7,40.65,39.89,41.15,284921,11596284,276596,56.77,0.12
8916,光隆,45.15,45.83,46.66,47.18,186450,8418217,148180,23.14,-3.22
8917,欣泰,53.1,52.76,52.81,54.38,14110,749240,15626,50.82,0.57
